시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반대분류명,법규위반내용,도로형태_대분류,도로형태,가해자 당사자 종별,당사자1_차종,피해자 당사자 종별,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수,WGS84위도,WGS84경도
고양시,2012   ,2012-05-12 15시,주간,토요일,차대차,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,경형,자전거,자전거,1,0,1,0,0,37.62412562,126.81172734
시흥시,2012   ,2012-05-12 01시,야간,토요일,차대차,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,승용차,소형,1,2,4,1,0,37.41613828,126.78861562
고양시,2012   ,2012-05-11 08시,주간,금요일,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,화물차,소형,1,0,1,0,0,37.68647043,126.90090878
의왕시,2012   ,2012-05-11 06시,주간,금요일,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0,37.38921622,126.98749903
하남시,2012   ,2012-05-10 16시,주간,목요일,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,이륜차,소형,보행자,보행자,1,2,4,0,1,37.55097584,127.21462711
용인시,2012   ,2012-05-09 17시,주간,수요일,차대차,측면충돌,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,화물차,소형,승용차,소형,1,3,4,0,0,37.24704183,127.31562211
고양시,2012   ,2012-05-06 20시,야간,일요일,차대차,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,대형,화물차,중형,1,0,1,0,0,37.63953661,126.86610375
성남시,2012   ,2012-05-06 07시,주간,일요일,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,중형,없음,없음,1,1,2,0,0,37.42747666,127.13196654
안양시,2012   ,2012-05-06 01시,야간,일요일,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로부근,승용차,중형,원동기장치자전거,원동기장치자전거,1,2,3,0,0,37.36208712,126.96164279
고양시,2012   ,2012-05-05 05시,야간,토요일,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,중형,승용차,중형,1,1,2,0,0,37.62855585,126.8203107
양주시,2012   ,2012-05-05 02시,야간,토요일,차대차,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,이륜차,소형,1,0,2,0,1,37.81270776,127.05529613
동두천시,2012   ,2012-05-04 10시,주간,금요일,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,중형,화물차,소형,1,0,7,3,3,37.911811,127.06624705
평택시,2012   ,2012-05-04 10시,주간,금요일,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승합차,중형,승용차,소형,1,0,4,1,2,37.04452823,127.09954728
양주시,2012   ,2012-05-03 22시,야간,목요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,1,0,1,0,0,37.90676166,126.99351972
남양주시,2012   ,2012-05-03 16시,주간,목요일,차대사람,횡단중,운전자법규위반,신호위반,교차로,교차로내,승합차,소형,보행자,보행자,1,0,1,0,0,37.71515978,127.18110627
김포시,2012   ,2012-05-03 08시,주간,목요일,차대차,기타,운전자법규위반,안전운전 의무 불이행,단일로,터널안,화물차,소형,화물차,소형,1,2,3,0,0,37.6657631,126.67485202
안양시,2012   ,2012-05-03 01시,야간,목요일,차대차,정면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,승용차,중형,1,0,4,0,3,37.39317462,126.92137171
시흥시,2012   ,2012-05-03 01시,야간,목요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1,0,1,0,0,37.43097566,126.7887804
의정부시,2012   ,2012-05-02 16시,주간,수요일,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,화물차,소형,자전거,자전거,1,0,1,0,0,37.74345065,127.08498341
파주시,2012   ,2012-05-02 14시,주간,수요일,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0,37.93699388,126.94614216
이천시,2012   ,2012-05-02 10시,주간,수요일,차대차,기타,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,화물차,소형,농기계,농기계,1,0,1,0,0,37.10474665,127.61000082
파주시,2012   ,2012-05-02 07시,주간,수요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,없음,없음,1,0,1,0,0,37.76837003,126.76498782
안양시,2012   ,2012-05-02 04시,야간,수요일,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,소형,승용차,중형,1,1,2,0,0,37.37008949,126.95729396
안양시,2012   ,2012-05-02 03시,야간,수요일,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,대형,보행자,보행자,1,0,1,0,0,37.40129301,126.97684139
여주시,2012   ,2012-05-02 02시,야간,수요일,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,없음,없음,1,2,3,0,0,37.24871745,127.54697503
부천시,2012   ,2012-05-01 23시,야간,화요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,1,0,1,0,0,37.47521817,126.79546373
고양시,2012   ,2012-05-01 21시,야간,화요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.663881,126.80673447
안양시,2012   ,2012-05-01 18시,야간,화요일,차대차,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,자전거,자전거,1,0,1,0,0,37.39602747,126.93535892
파주시,2012   ,2012-05-01 09시,주간,화요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,없음,없음,1,0,1,0,0,37.71874154,126.76029313
안양시,2012   ,2012-05-01 05시,야간,화요일,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,없음,없음,1,5,8,0,2,37.40629937,126.88406246
성남시,2012   ,2012-05-01 01시,야간,화요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.43647378,127.12953737
포천시,2012   ,2012-04-30 21시,야간,월요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,38.02346785,127.36045245
안성시,2012   ,2012-04-30 18시,야간,월요일,차대차,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,중형,이륜차,소형,1,0,1,0,0,37.119573,127.43637754
이천시,2012   ,2012-04-30 17시,주간,월요일,차대차,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,승용차,중형,1,0,11,0,10,37.24369101,127.42468259
고양시,2012   ,2012-04-30 15시,주간,월요일,차대차,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,자전거,자전거,1,0,1,0,0,37.64362324,126.79827417
화성시,2012   ,2012-04-30 15시,주간,월요일,차대차,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,대형,1,0,5,0,4,37.1664698,126.89143189
김포시,2012   ,2012-04-30 05시,야간,월요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.60031791,126.77208196
의정부시,2012   ,2012-04-30 03시,야간,월요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.71068483,127.03821912
동두천시,2012   ,2012-04-30 00시,야간,월요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,없음,없음,1,0,1,0,0,37.94635759,127.06137762
화성시,2012   ,2012-04-29 11시,주간,일요일,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,대형,없음,없음,1,0,1,0,0,37.10771874,126.90081602
이천시,2012   ,2012-04-29 01시,야간,일요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,경형,없음,없음,2,2,4,0,0,37.32031212,127.46997792
하남시,2012   ,2012-04-29 01시,야간,일요일,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,중형,승용차,대형,1,0,1,0,0,37.51376645,127.1596849
오산시,2012   ,2012-04-28 21시,야간,토요일,차대사람,횡단중,운전자법규위반,신호위반,교차로,교차로부근,승용차,경형,보행자,보행자,1,0,1,0,0,37.13705749,127.07823072
안산시,2012   ,2012-04-28 06시,주간,토요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.29624088,126.88743191
여주시,2012   ,2012-04-28 00시,야간,토요일,차대차,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,화물차,중형,1,1,2,0,0,37.16682243,127.64786892
시흥시,2012   ,2012-04-27 23시,야간,금요일,차대차,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,중형,승용차,경형,1,1,2,0,0,37.36773127,126.81237116
시흥시,2012   ,2012-04-27 21시,야간,금요일,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,중형,이륜차,소형,1,1,2,0,0,37.34215064,126.69922392
부천시,2012   ,2012-04-27 11시,주간,금요일,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,중형,이륜차,소형,1,0,1,0,0,37.48117152,126.78271754
화성시,2012   ,2012-04-26 20시,야간,목요일,차대차,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,농기계,농기계,1,0,2,0,1,37.04288285,126.80088477
부천시,2012   ,2012-04-26 02시,야간,목요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0,37.52096295,126.8048112
동두천시,2012   ,2012-04-24 20시,야간,화요일,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,소형,이륜차,소형,1,0,1,0,0,37.89252667,127.05510074
양주시,2012   ,2012-04-24 19시,야간,화요일,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0,37.83832674,126.96915583
수원시,2012   ,2012-04-24 03시,야간,화요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,3,0,2,37.2317005,127.02235279
광명시,2012   ,2012-04-23 20시,야간,월요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,대형,보행자,보행자,1,0,1,0,0,37.47339408,126.85155221
광주시,2012   ,2012-04-23 07시,주간,월요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.33301886,127.31100973
김포시,2012   ,2012-04-23 06시,주간,월요일,차대차,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,경형,화물차,소형,1,1,2,0,0,37.6083703,126.78444345
안산시,2012   ,2012-04-23 05시,야간,월요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.3438811,126.83606023
양주시,2012   ,2012-04-22 03시,야간,일요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0,37.87370298,126.99583828
양평군,2012   ,2012-04-22 02시,야간,일요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,없음,없음,1,0,1,0,0,37.49223498,127.51785083
수원시,2012   ,2012-04-21 21시,야간,토요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.27733328,126.97847883
김포시,2012   ,2012-04-21 12시,주간,토요일,차대차,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,특수차,대형,이륜차,소형,1,0,1,0,0,37.64677299,126.56614059
화성시,2012   ,2012-04-20 07시,주간,금요일,차대차,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승합차,경형,건설기계,건설기계,1,0,1,0,0,37.06506567,126.93425575
고양시,2012   ,2012-04-19 00시,야간,목요일,차대사람,횡단중,운전자법규위반,과속,교차로,교차로부근,승용차,소형,보행자,보행자,1,0,1,0,0,37.68274343,126.77782095
의정부시,2012   ,2012-04-18 23시,야간,수요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,고가도로위,승용차,중형,없음,없음,1,0,1,0,0,37.73704945,127.06940239
부천시,2012   ,2012-04-18 07시,주간,수요일,차대차,기타,운전자법규위반,중앙선 침범,단일로,고가도로위,승용차,중형,승합차,소형,1,4,6,0,1,37.49389947,126.77842158
시흥시,2012   ,2012-04-17 23시,야간,화요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,없음,없음,1,0,1,0,0,37.39661441,126.8382277
수원시,2012   ,2012-04-17 16시,주간,화요일,차대차,기타,운전자법규위반,신호위반,단일로,기타단일로,화물차,대형,자전거,자전거,1,0,1,0,0,37.28581706,126.98920514
고양시,2012   ,2012-04-17 15시,주간,화요일,차대차,기타,운전자법규위반,기타(운전자법규위반),기타/불명,기타/불명,화물차,대형,화물차,소형,1,0,1,0,0,37.69107176,126.81252682
평택시,2012   ,2012-04-17 00시,야간,화요일,차대차,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,경형,화물차,중형,1,0,2,0,1,37.02481266,127.05371375
남양주시,2012   ,2012-04-16 14시,주간,월요일,차대차,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,특수차,소형,1,0,3,0,2,37.68315435,127.14363593
평택시,2012   ,2012-04-16 05시,야간,월요일,차대차,기타,운전자법규위반,신호위반,교차로,교차로내,건설기계,건설기계,승용차,중형,2,3,5,0,0,36.9886408,126.92077582
성남시,2012   ,2012-04-15 16시,주간,일요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,보행자,보행자,1,0,1,0,0,37.40485775,127.12513955
용인시,2012   ,2012-04-15 03시,야간,일요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0,37.2339595,127.1018507
평택시,2012   ,2012-04-14 23시,야간,토요일,차대차,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,자전거,자전거,1,0,1,0,0,36.98132487,126.93652807
화성시,2012   ,2012-04-14 17시,주간,토요일,차대차,측면충돌,운전자법규위반,중앙선 침범,기타/불명,기타/불명,농기계,농기계,이륜차,소형,1,0,1,0,0,37.06255291,126.81187354
양주시,2012   ,2012-04-14 16시,주간,토요일,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승용차,중형,없음,없음,1,0,2,0,1,37.72076148,127.0113439
성남시,2012   ,2012-04-14 03시,야간,토요일,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,없음,없음,1,0,1,0,0,37.3994877,127.13739106
안양시,2012   ,2012-04-13 12시,주간,금요일,차대차,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,자전거,자전거,화물차,중형,1,0,1,0,0,37.42087325,126.90853497
광주시,2012   ,2012-04-13 07시,주간,금요일,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,대형,승합차,대형,1,0,10,6,3,37.34163316,127.2076313
안성시,2012   ,2012-04-13 01시,야간,금요일,차량단독,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,없음,없음,2,1,3,0,0,37.02477181,127.16765726
평택시,2012   ,2012-04-12 22시,야간,목요일,차대차,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승합차,대형,1,0,3,0,2,37.04402619,127.06205782
연천군,2012   ,2012-04-12 12시,주간,목요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1,0,1,0,0,38.02967145,127.0611206
양평군,2012   ,2012-04-12 05시,야간,목요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,1,0,1,0,0,37.48357594,127.56199565
이천시,2012   ,2012-04-11 21시,야간,수요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,1,0,1,0,0,37.30844016,127.40215018
안산시,2012   ,2012-04-11 20시,야간,수요일,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,자전거,자전거,이륜차,중형,1,1,2,0,0,37.30736571,126.83595263
양주시,2012   ,2012-04-11 02시,야간,수요일,차대차,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,승용차,중형,1,0,1,0,0,37.76530974,127.04406745
화성시,2012   ,2012-04-09 06시,주간,월요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.20472847,126.99574732
화성시,2012   ,2012-04-08 22시,야간,일요일,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,1,1,2,0,0,37.2019824,127.09001748
오산시,2012   ,2012-04-08 19시,야간,일요일,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,중형,이륜차,소형,1,0,1,0,0,37.14612151,127.05489374
가평군,2012   ,2012-04-08 15시,주간,일요일,차대차,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,이륜차,중형,이륜차,중형,1,1,7,0,5,37.72603015,127.40995536
가평군,2012   ,2012-04-08 14시,주간,일요일,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,대형,이륜차,대형,1,1,2,0,0,37.58590968,127.46543159
하남시,2012   ,2012-04-08 14시,주간,일요일,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,1,0,1,0,0,37.52133442,127.18441138
고양시,2012   ,2012-04-08 00시,야간,일요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승용차,대형,보행자,보행자,1,0,1,0,0,37.68280305,126.7498309
부천시,2012   ,2012-04-08 00시,야간,일요일,차대차,기타,운전자법규위반,신호위반,교차로,교차로내,승용차,중형,이륜차,소형,1,0,1,0,0,37.53393613,126.81609974
화성시,2012   ,2012-04-07 23시,야간,토요일,차대사람,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.0624788,126.74770471
광주시,2012   ,2012-04-07 20시,야간,토요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,보행자,보행자,1,0,1,0,0,37.41438825,127.2446067
이천시,2012   ,2012-04-07 16시,주간,토요일,차대차,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,대형,화물차,대형,2,2,4,0,0,37.23779489,127.42324537
포천시,2012   ,2012-04-07 14시,주간,토요일,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,중형,1,0,2,0,1,38.10629963,127.20992535
성남시,2012   ,2012-04-06 08시,주간,금요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,보행자,보행자,1,0,1,0,0,37.43988773,127.14048578
고양시,2012   ,2012-04-06 06시,주간,금요일,차대차,정면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,승합차,중형,1,0,1,0,0,37.67147181,126.75812057
용인시,2012   ,2012-04-06 02시,야간,금요일,차대사람,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,1,0,1,0,0,37.29524799,127.07159498
남양주시,2012   ,2012-04-05 13시,주간,목요일,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,터널안,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0,37.53644502,127.26311633
남양주시,2012   ,2012-04-05 08시,주간,목요일,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,이륜차,중형,1,0,1,0,0,37.65134388,127.18059715
고양시,2012   ,2012-04-05 00시,야간,목요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승용차,소형,보행자,보행자,1,0,1,0,0,37.64026265,126.83268337
성남시,2012   ,2012-04-04 21시,야간,수요일,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1,0,1,0,0,37.37326408,127.102934
성남시,2012   ,2012-04-04 17시,주간,수요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승합차,대형,보행자,보행자,1,0,1,0,0,37.43003717,127.12927522
남양주시,2012   ,2012-04-04 15시,주간,수요일,차대차,측면충돌,운전자법규위반,신호위반,단일로,터널안,화물차,중형,승합차,소형,1,1,4,0,2,37.60847305,127.26808849
수원시,2012   ,2012-04-03 15시,주간,화요일,차대사람,횡단중,운전자법규위반,기타(운전자법규위반),교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0,37.29023317,127.03038804
평택시,2012   ,2012-04-02 20시,야간,월요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0,37.00026493,127.10405033
평택시,2012   ,2012-04-02 20시,야간,월요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,1,0,1,0,0,37.02283307,126.93218572
여주시,2012   ,2012-04-01 16시,주간,일요일,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,농기계,농기계,1,0,1,0,0,37.33161698,127.6479994
남양주시,2012   ,2012-04-01 14시,주간,일요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1,0,1,0,0,37.64719319,127.11012941
용인시,2012   ,2012-04-01 12시,주간,일요일,차대차,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승용차,소형,1,0,3,0,2,37.29707999,127.10057048
수원시,2012   ,2012-04-01 02시,야간,일요일,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1,0,1,0,0,37.31935888,126.98739816
안산시,2012   ,2012-03-31 23시,야간,토요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,중형,보행자,보행자,1,0,1,0,0,37.32807863,126.78927741
광명시,2012   ,2012-03-31 20시,야간,토요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.46199567,126.84569157
의왕시,2012   ,2012-03-31 20시,야간,토요일,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.34331179,126.97986313
안성시,2012   ,2012-03-31 17시,주간,토요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,1,0,1,0,0,37.01211059,127.25011812
부천시,2012   ,2012-03-31 09시,주간,토요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승합차,중형,보행자,보행자,1,0,2,0,1,37.48851065,126.81652541
수원시,2012   ,2012-03-31 08시,주간,토요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0,37.30116992,127.01765992
광명시,2012   ,2012-03-30 22시,야간,금요일,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,1,0,1,0,0,37.45661898,126.86972006
용인시,2012   ,2012-03-30 13시,주간,금요일,차대차,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,특수차,경형,1,0,1,0,0,37.31761455,127.05293645
평택시,2012   ,2012-03-29 16시,주간,목요일,차대사람,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,1,0,1,0,0,36.98216292,127.02962526
양평군,2012   ,2012-03-28 21시,야간,수요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0,37.50381784,127.61413625
부천시,2012   ,2012-03-28 11시,주간,수요일,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승합차,대형,자전거,자전거,1,0,1,0,0,37.503675,126.77187863
이천시,2012   ,2012-03-28 02시,야간,수요일,차량단독,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,3,1,1,37.11524988,127.60823757
남양주시,2012   ,2012-03-27 14시,주간,화요일,차대차,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승합차,소형,화물차,소형,4,5,9,0,0,37.63423935,127.34956641
연천군,2012   ,2012-03-27 13시,주간,화요일,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,1,0,1,0,0,37.98265389,127.06661608
평택시,2012   ,2012-03-27 09시,주간,화요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,특수차,대형,보행자,보행자,1,0,1,0,0,36.98356221,126.92935398
성남시,2012   ,2012-03-27 08시,주간,화요일,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,1,0,1,0,0,37.44768978,127.14518547
안산시,2012   ,2012-03-27 06시,주간,화요일,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,소형,1,2,3,0,0,37.34785943,126.85954315
고양시,2012   ,2012-03-26 17시,주간,월요일,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승합차,대형,보행자,보행자,1,0,1,0,0,37.67026438,126.76104672
평택시,2012   ,2012-03-26 17시,주간,월요일,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,경형,보행자,보행자,1,0,1,0,0,36.98447565,126.92251535
화성시,2012   ,2012-03-26 15시,주간,월요일,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,특수차,대형,원동기장치자전거,원동기장치자전거,1,0,1,0,0,37.20755404,126.77137523
수원시,2012   ,2012-03-25 22시,야간,일요일,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,1,0,1,0,0,37.27421295,126.97001819
